feedback_text,feedback_timestamp,menu_item,meal_time
"Neither good nor bad, just normal.",2024-03-24T00:00:00,Chicken Biryani,Snacks
The meal was light and refreshing.,2025-11-28T00:00:00,Veg Biryani,Snacks
Good quality and well cooked.,2024-02-24T00:00:00,Chicken Biryani,Lunch
"Really enjoyed the meal, it was delicious.",2024-10-12T00:00:00,Ice Cream,Snacks
"Fresh and tasty, good job by the kitchen.",2024-08-19T00:00:00,Curd Rice,Snacks
"Really enjoyed the meal, it was delicious.",2024-06-30T00:00:00,Chicken Biryani,Snacks
"Amazing flavors, I loved the taste.",2025-03-26T00:00:00,Paneer Curry,Snacks
"Fresh and tasty, good job by the kitchen.",2024-12-29T00:00:00,Roti,Breakfast
Decent meal overall.,2025-04-05T00:00:00,Gulab Jamun,Snacks
Decent meal overall.,2025-01-29T00:00:00,Veg Curry,Breakfast
"Amazing flavors, I loved the taste.",2025-03-20T00:00:00,Curd Rice,Lunch
"Really enjoyed the meal, it was delicious.",2024-12-16T00:00:00,Gulab Jamun,Snacks
The food tasted great today.,2025-06-09T00:00:00,Fish Curry,Snacks
"Really enjoyed the meal, it was delicious.",2025-04-23T00:00:00,Chicken Biryani,Snacks
The food tasted great today.,2025-06-13T00:00:00,Roti,Breakfast
"Really enjoyed the meal, it was delicious.",2025-04-23T00:00:00,Veg Curry,Dinner
Decent meal overall.,2025-01-21T00:00:00,Samosa,Snacks
"Amazing flavors, I loved the taste.",2024-04-17T00:00:00,Dosa,Snacks
"Really enjoyed the meal, it was delicious.",2025-03-07T00:00:00,Gulab Jamun,Breakfast
Good quality and well cooked.,2025-10-25T00:00:00,Vada,Snacks
Good quality and well cooked.,2024-11-09T00:00:00,Sambar Rice,Lunch
Portion size was perfect and taste was nice.,2024-07-09T00:00:00,Veg Curry,Dinner
The meal was light and refreshing.,2025-09-23T00:00:00,Idli,Dinner
"Amazing flavors, I loved the taste.",2025-02-12T00:00:00,Bonda,Dinner
"It was fine, could be better.",2026-01-10T00:00:00,Vada,Lunch
"Neither good nor bad, just normal.",2025-11-25T00:00:00,Gulab Jamun,Snacks
The food tasted great today.,2024-08-27T00:00:00,Ice Cream,Snacks
"Neither good nor bad, just normal.",2025-03-12T00:00:00,Fish Curry,Breakfast
Portion size was perfect and taste was nice.,2024-01-30T00:00:00,Roti,Dinner
Good quality and well cooked.,2025-09-03T00:00:00,Veg Curry,Lunch
Decent meal overall.,2026-02-08T00:00:00,Fish Curry,Lunch
"Amazing flavors, I loved the taste.",2024-12-07T00:00:00,Curd Rice,Lunch
Good quality and well cooked.,2026-02-23T00:00:00,Dosa,Breakfast
"Neither good nor bad, just normal.",2025-02-09T00:00:00,Curd Rice,Snacks
The meal was okay.,2025-11-05T00:00:00,Veg Curry,Dinner
"Really enjoyed the meal, it was delicious.",2024-11-04T00:00:00,Curd Rice,Lunch
"Really enjoyed the meal, it was delicious.",2024-08-29T00:00:00,Paneer Curry,Breakfast
The food tasted great today.,2026-01-11T00:00:00,Chicken Biryani,Dinner
"Amazing flavors, I loved the taste.",2025-07-22T00:00:00,Veg Biryani,Lunch
"Fresh and tasty, good job by the kitchen.",2024-06-12T00:00:00,Gulab Jamun,Breakfast
"Neither good nor bad, just normal.",2025-07-17T00:00:00,Gulab Jamun,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-11-15T00:00:00,Ice Cream,Lunch
"Amazing flavors, I loved the taste.",2024-09-05T00:00:00,Ice Cream,Dinner
The meal was too salty.,2024-11-21T00:00:00,Sambar Rice,Dinner
"It was fine, could be better.",2024-10-16T00:00:00,Curd Rice,Dinner
Portion size was perfect and taste was nice.,2024-03-14T00:00:00,Uggani,Dinner
Decent meal overall.,2024-01-28T00:00:00,Gulab Jamun,Dinner
"Taste was average, nothing special.",2025-01-12T00:00:00,Veg Biryani,Lunch
Portion size was perfect and taste was nice.,2024-01-02T00:00:00,Gulab Jamun,Snacks
"Amazing flavors, I loved the taste.",2024-08-23T00:00:00,Ice Cream,Breakfast
"Really enjoyed the meal, it was delicious.",2024-02-15T00:00:00,Curd Rice,Dinner
"Fresh and tasty, good job by the kitchen.",2024-04-05T00:00:00,Chicken Biryani,Snacks
"Amazing flavors, I loved the taste.",2024-07-03T00:00:00,Samosa,Dinner
Good quality and well cooked.,2024-11-14T00:00:00,Uggani,Lunch
The food tasted great today.,2024-09-24T00:00:00,Ice Cream,Dinner
"Taste was average, nothing special.",2025-02-11T00:00:00,Uggani,Lunch
"Fresh and tasty, good job by the kitchen.",2024-03-25T00:00:00,Fish Curry,Breakfast
"Amazing flavors, I loved the taste.",2025-02-18T00:00:00,Gulab Jamun,Breakfast
The curry had too much oil floating on top.,2024-05-11T00:00:00,Idli,Lunch
"Neither good nor bad, just normal.",2024-01-12T00:00:00,Fish Curry,Dinner
"Fresh and tasty, good job by the kitchen.",2024-02-25T00:00:00,Vada,Dinner
Good quality and well cooked.,2026-01-29T00:00:00,Paneer Curry,Dinner
Portion size was perfect and taste was nice.,2025-01-16T00:00:00,Sambar Rice,Dinner
Decent meal overall.,2025-01-08T00:00:00,Vada,Snacks
"Fresh and tasty, good job by the kitchen.",2025-06-28T00:00:00,Sambar Rice,Lunch
"Really enjoyed the meal, it was delicious.",2024-01-08T00:00:00,Ice Cream,Breakfast
"Taste was average, nothing special.",2025-06-11T00:00:00,Samosa,Snacks
The meal was okay.,2025-04-20T00:00:00,Bonda,Dinner
The food tasted great today.,2025-05-16T00:00:00,Paneer Curry,Breakfast
The food tasted great today.,2025-09-05T00:00:00,Bonda,Snacks
"Neither good nor bad, just normal.",2024-12-11T00:00:00,Gulab Jamun,Snacks
Portion size was perfect and taste was nice.,2024-09-30T00:00:00,Paneer Curry,Breakfast
"It was fine, could be better.",2025-03-03T00:00:00,Veg Curry,Snacks
Good quality and well cooked.,2024-10-31T00:00:00,Idli,Dinner
Good quality and well cooked.,2026-01-19T00:00:00,Dosa,Breakfast
"Taste was average, nothing special.",2024-06-28T00:00:00,Dosa,Dinner
"Really enjoyed the meal, it was delicious.",2026-01-14T00:00:00,Pongal,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-10-08T00:00:00,Curd Rice,Dinner
"Amazing flavors, I loved the taste.",2025-09-24T00:00:00,Gulab Jamun,Dinner
The meal was cold and unpleasant.,2024-03-19T00:00:00,Veg Biryani,Dinner
The meal was cold and unpleasant.,2024-05-30T00:00:00,Samosa,Snacks
Portion size was perfect and taste was nice.,2026-01-12T00:00:00,Sambar Rice,Dinner
"Amazing flavors, I loved the taste.",2026-02-06T00:00:00,Pongal,Snacks
"Fresh and tasty, good job by the kitchen.",2024-01-23T00:00:00,Paneer Curry,Dinner
"Amazing flavors, I loved the taste.",2025-10-30T00:00:00,Veg Curry,Snacks
The food tasted great today.,2024-07-15T00:00:00,Pongal,Dinner
Portion size was perfect and taste was nice.,2025-06-10T00:00:00,Roti,Snacks
"Amazing flavors, I loved the taste.",2024-02-20T00:00:00,Mutton Curry,Lunch
"Really enjoyed the meal, it was delicious.",2026-02-17T00:00:00,Gulab Jamun,Dinner
"Amazing flavors, I loved the taste.",2025-12-06T00:00:00,Uggani,Snacks
Decent meal overall.,2025-11-18T00:00:00,Veg Curry,Snacks
"Really enjoyed the meal, it was delicious.",2025-11-25T00:00:00,Dosa,Dinner
The meal was okay.,2025-02-20T00:00:00,Paneer Curry,Snacks
"Neither good nor bad, just normal.",2025-11-03T00:00:00,Chicken Biryani,Breakfast
Good quality and well cooked.,2025-04-18T00:00:00,Curd Rice,Snacks
"Really enjoyed the meal, it was delicious.",2024-08-18T00:00:00,Samosa,Breakfast
The flavors were bland and needed more seasoning.,2024-03-06T00:00:00,Idli,Snacks
The taste felt stale.,2025-03-06T00:00:00,Paneer Curry,Dinner
"Neither good nor bad, just normal.",2025-07-25T00:00:00,Samosa,Dinner
"It was fine, could be better.",2024-11-23T00:00:00,Idli,Snacks
"Taste was average, nothing special.",2025-04-18T00:00:00,Gulab Jamun,Dinner
Portion size was perfect and taste was nice.,2025-12-15T00:00:00,Vada,Lunch
"It was fine, could be better.",2025-02-16T00:00:00,Veg Curry,Dinner
"Amazing flavors, I loved the taste.",2025-05-13T00:00:00,Dosa,Breakfast
The food tasted great today.,2024-07-31T00:00:00,Mutton Curry,Snacks
Good quality and well cooked.,2024-10-25T00:00:00,Fish Curry,Snacks
"Amazing flavors, I loved the taste.",2025-04-23T00:00:00,Samosa,Dinner
Portion size was perfect and taste was nice.,2025-08-21T00:00:00,Idli,Lunch
Portion size was perfect and taste was nice.,2025-03-17T00:00:00,Veg Curry,Snacks
The meal was light and refreshing.,2024-10-17T00:00:00,Uggani,Breakfast
"Really enjoyed the meal, it was delicious.",2025-01-19T00:00:00,Mutton Curry,Dinner
"Fresh and tasty, good job by the kitchen.",2025-09-13T00:00:00,Mutton Curry,Lunch
"Fresh and tasty, good job by the kitchen.",2024-08-11T00:00:00,Sambar Rice,Breakfast
The taste felt stale.,2024-10-23T00:00:00,Chicken Biryani,Breakfast
The meal was missing an important ingredient.,2026-01-22T00:00:00,Veg Curry,Lunch
"It was fine, could be better.",2026-02-08T00:00:00,Ice Cream,Dinner
Portion size was perfect and taste was nice.,2024-10-12T00:00:00,Chicken Biryani,Dinner
The meal was okay.,2025-11-11T00:00:00,Samosa,Snacks
"Taste was average, nothing special.",2025-02-17T00:00:00,Samosa,Dinner
Good quality and well cooked.,2025-04-05T00:00:00,Vada,Dinner
"Neither good nor bad, just normal.",2024-10-22T00:00:00,Veg Curry,Lunch
The meal was light and refreshing.,2025-04-20T00:00:00,Idli,Snacks
"Neither good nor bad, just normal.",2025-08-17T00:00:00,Veg Curry,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-07-12T00:00:00,Uggani,Dinner
"Taste was average, nothing special.",2025-09-16T00:00:00,Idli,Lunch
Portion size was perfect and taste was nice.,2025-08-07T00:00:00,Fish Curry,Breakfast
"It was fine, could be better.",2025-09-16T00:00:00,Uggani,Breakfast
Portion size was perfect and taste was nice.,2025-10-02T00:00:00,Veg Biryani,Lunch
Good quality and well cooked.,2024-01-24T00:00:00,Vada,Breakfast
The meal was light and refreshing.,2024-06-14T00:00:00,Ice Cream,Lunch
"Taste was average, nothing special.",2024-06-28T00:00:00,Bonda,Snacks
Good quality and well cooked.,2024-05-15T00:00:00,Vada,Lunch
The meal was okay.,2024-07-30T00:00:00,Paneer Curry,Breakfast
"Really enjoyed the meal, it was delicious.",2025-12-01T00:00:00,Bonda,Dinner
"Taste was average, nothing special.",2025-04-17T00:00:00,Bonda,Lunch
The meal was light and refreshing.,2025-09-10T00:00:00,Fish Curry,Breakfast
"Really enjoyed the meal, it was delicious.",2025-04-18T00:00:00,Samosa,Lunch
"Amazing flavors, I loved the taste.",2024-02-03T00:00:00,Pongal,Breakfast
The meal was light and refreshing.,2025-01-29T00:00:00,Uggani,Dinner
Good quality and well cooked.,2026-01-03T00:00:00,Pongal,Dinner
"Amazing flavors, I loved the taste.",2025-09-13T00:00:00,Mutton Curry,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-05-07T00:00:00,Mutton Curry,Breakfast
The meal was light and refreshing.,2025-02-11T00:00:00,Dosa,Snacks
"Fresh and tasty, good job by the kitchen.",2026-01-03T00:00:00,Dosa,Snacks
"Fresh and tasty, good job by the kitchen.",2024-05-07T00:00:00,Fish Curry,Dinner
"It was fine, could be better.",2026-02-15T00:00:00,Sambar Rice,Lunch
Good quality and well cooked.,2025-02-26T00:00:00,Sambar Rice,Lunch
"Taste was average, nothing special.",2025-05-09T00:00:00,Samosa,Lunch
The food tasted great today.,2024-12-03T00:00:00,Chicken Biryani,Snacks
"Neither good nor bad, just normal.",2026-02-09T00:00:00,Pongal,Dinner
"It was fine, could be better.",2024-10-29T00:00:00,Veg Biryani,Snacks
The meal was light and refreshing.,2025-04-06T00:00:00,Bonda,Snacks
The food smelled bad and felt old.,2024-02-06T00:00:00,Roti,Snacks
Portion size was perfect and taste was nice.,2024-10-22T00:00:00,Curd Rice,Lunch
Good quality and well cooked.,2025-07-31T00:00:00,Idli,Lunch
Good quality and well cooked.,2026-01-03T00:00:00,Gulab Jamun,Snacks
"Neither good nor bad, just normal.",2025-12-31T00:00:00,Veg Curry,Snacks
"Really enjoyed the meal, it was delicious.",2026-01-31T00:00:00,Bonda,Snacks
Portion size was perfect and taste was nice.,2024-10-26T00:00:00,Curd Rice,Lunch
"Taste was average, nothing special.",2024-01-29T00:00:00,Ice Cream,Snacks
"Really enjoyed the meal, it was delicious.",2025-08-21T00:00:00,Chicken Biryani,Snacks
Good quality and well cooked.,2026-01-08T00:00:00,Idli,Snacks
"Neither good nor bad, just normal.",2025-09-25T00:00:00,Fish Curry,Dinner
"Amazing flavors, I loved the taste.",2024-06-08T00:00:00,Veg Curry,Snacks
Portion size was perfect and taste was nice.,2025-01-18T00:00:00,Fish Curry,Snacks
"Amazing flavors, I loved the taste.",2024-06-22T00:00:00,Ice Cream,Dinner
"Really enjoyed the meal, it was delicious.",2025-05-10T00:00:00,Fish Curry,Dinner
"Amazing flavors, I loved the taste.",2024-03-07T00:00:00,Ice Cream,Breakfast
Good quality and well cooked.,2024-07-30T00:00:00,Samosa,Lunch
Good quality and well cooked.,2025-09-15T00:00:00,Veg Biryani,Lunch
Good quality and well cooked.,2025-05-25T00:00:00,Sambar Rice,Lunch
The meal was light and refreshing.,2026-02-03T00:00:00,Bonda,Breakfast
"Taste was average, nothing special.",2025-01-07T00:00:00,Fish Curry,Lunch
"Amazing flavors, I loved the taste.",2024-04-11T00:00:00,Dosa,Dinner
"It was fine, could be better.",2025-07-20T00:00:00,Samosa,Breakfast
The meal was okay.,2025-04-02T00:00:00,Mutton Curry,Breakfast
"Taste was average, nothing special.",2024-09-19T00:00:00,Fish Curry,Lunch
"Really enjoyed the meal, it was delicious.",2025-12-07T00:00:00,Veg Curry,Lunch
The food tasted great today.,2025-09-15T00:00:00,Bonda,Lunch
The food tasted great today.,2026-01-30T00:00:00,Roti,Snacks
"Really enjoyed the meal, it was delicious.",2025-06-19T00:00:00,Chicken Biryani,Breakfast
"Really enjoyed the meal, it was delicious.",2024-08-21T00:00:00,Paneer Curry,Breakfast
"Neither good nor bad, just normal.",2024-04-10T00:00:00,Veg Biryani,Dinner
Good quality and well cooked.,2025-10-11T00:00:00,Mutton Curry,Breakfast
"Neither good nor bad, just normal.",2024-04-29T00:00:00,Pongal,Lunch
"Neither good nor bad, just normal.",2024-07-21T00:00:00,Bonda,Breakfast
Portion size was perfect and taste was nice.,2025-05-13T00:00:00,Sambar Rice,Lunch
Decent meal overall.,2025-03-16T00:00:00,Paneer Curry,Breakfast
"Taste was average, nothing special.",2025-08-26T00:00:00,Sambar Rice,Dinner
The food tasted strange today.,2026-02-11T00:00:00,Bonda,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-10-08T00:00:00,Uggani,Snacks
Decent meal overall.,2025-05-09T00:00:00,Veg Curry,Snacks
"Amazing flavors, I loved the taste.",2024-11-02T00:00:00,Fish Curry,Snacks
Good quality and well cooked.,2024-10-08T00:00:00,Roti,Lunch
"Amazing flavors, I loved the taste.",2025-03-26T00:00:00,Mutton Curry,Snacks
"Fresh and tasty, good job by the kitchen.",2024-01-07T00:00:00,Sambar Rice,Lunch
"Fresh and tasty, good job by the kitchen.",2024-06-16T00:00:00,Samosa,Dinner
"Neither good nor bad, just normal.",2025-11-20T00:00:00,Veg Curry,Breakfast
The meal was light and refreshing.,2025-03-29T00:00:00,Paneer Curry,Breakfast
The food was too spicy.,2024-04-21T00:00:00,Samosa,Lunch
The food was too oily.,2025-05-28T00:00:00,Veg Biryani,Lunch
The meal was light and refreshing.,2025-06-27T00:00:00,Paneer Curry,Snacks
"Amazing flavors, I loved the taste.",2024-11-03T00:00:00,Vada,Breakfast
Good quality and well cooked.,2024-06-09T00:00:00,Chicken Biryani,Lunch
The meal was light and refreshing.,2024-06-24T00:00:00,Chicken Biryani,Dinner
Good quality and well cooked.,2025-06-12T00:00:00,Veg Curry,Lunch
"It was fine, could be better.",2024-08-22T00:00:00,Vada,Dinner
The meal was light and refreshing.,2024-11-06T00:00:00,Roti,Dinner
Good quality and well cooked.,2024-12-07T00:00:00,Gulab Jamun,Lunch
The vegetables were overcooked and mushy.,2024-11-11T00:00:00,Gulab Jamun,Snacks
The meal was light and refreshing.,2025-03-03T00:00:00,Uggani,Dinner
The meal was okay.,2025-02-22T00:00:00,Idli,Dinner
"Fresh and tasty, good job by the kitchen.",2026-02-24T00:00:00,Gulab Jamun,Lunch
"Taste was average, nothing special.",2024-08-01T00:00:00,Roti,Breakfast
"It was fine, could be better.",2024-01-25T00:00:00,Roti,Snacks
The meal was light and refreshing.,2025-01-26T00:00:00,Samosa,Dinner
"Taste was average, nothing special.",2025-09-24T00:00:00,Samosa,Lunch
The meal was light and refreshing.,2024-10-07T00:00:00,Fish Curry,Dinner
"Really enjoyed the meal, it was delicious.",2024-06-13T00:00:00,Sambar Rice,Breakfast
"Amazing flavors, I loved the taste.",2025-08-30T00:00:00,Samosa,Dinner
"Neither good nor bad, just normal.",2025-12-05T00:00:00,Vada,Breakfast
Good quality and well cooked.,2025-09-13T00:00:00,Vada,Lunch
The food tasted great today.,2024-02-27T00:00:00,Ice Cream,Breakfast
Portion size was perfect and taste was nice.,2025-01-13T00:00:00,Samosa,Snacks
The meal was okay.,2025-04-28T00:00:00,Bonda,Snacks
Good quality and well cooked.,2026-01-20T00:00:00,Curd Rice,Breakfast
The meal was light and refreshing.,2024-06-03T00:00:00,Uggani,Lunch
Portion size was perfect and taste was nice.,2024-03-31T00:00:00,Paneer Curry,Lunch
Good quality and well cooked.,2025-08-09T00:00:00,Bonda,Lunch
Portion size was perfect and taste was nice.,2025-06-27T00:00:00,Mutton Curry,Snacks
"Really enjoyed the meal, it was delicious.",2026-02-27T00:00:00,Paneer Curry,Breakfast
The meal was light and refreshing.,2025-01-04T00:00:00,Pongal,Snacks
"Really enjoyed the meal, it was delicious.",2024-11-24T00:00:00,Bonda,Lunch
"Fresh and tasty, good job by the kitchen.",2025-01-05T00:00:00,Bonda,Lunch
"Amazing flavors, I loved the taste.",2025-12-21T00:00:00,Samosa,Lunch
Portion size was perfect and taste was nice.,2026-02-04T00:00:00,Roti,Snacks
The food tasted great today.,2025-10-19T00:00:00,Idli,Lunch
The food was not cooked properly.,2025-05-13T00:00:00,Uggani,Dinner
Portion size was perfect and taste was nice.,2025-01-17T00:00:00,Dosa,Breakfast
The food tasted great today.,2025-05-31T00:00:00,Idli,Dinner
Good quality and well cooked.,2025-08-11T00:00:00,Samosa,Dinner
The meal was okay.,2025-08-01T00:00:00,Samosa,Breakfast
Portion size was perfect and taste was nice.,2024-06-11T00:00:00,Pongal,Breakfast
Portion size was perfect and taste was nice.,2025-04-24T00:00:00,Fish Curry,Breakfast
The meal was light and refreshing.,2025-12-01T00:00:00,Chicken Biryani,Breakfast
"Neither good nor bad, just normal.",2025-04-07T00:00:00,Uggani,Snacks
The food was too hot and overcooked.,2024-07-05T00:00:00,Curd Rice,Snacks
Decent meal overall.,2025-12-10T00:00:00,Samosa,Dinner
The food was not cooked properly.,2025-08-11T00:00:00,Uggani,Breakfast
Portion size was perfect and taste was nice.,2025-02-03T00:00:00,Paneer Curry,Breakfast
"Taste was average, nothing special.",2024-11-26T00:00:00,Idli,Breakfast
Good quality and well cooked.,2024-08-16T00:00:00,Uggani,Lunch
"Taste was average, nothing special.",2026-02-27T00:00:00,Samosa,Dinner
"Really enjoyed the meal, it was delicious.",2024-05-31T00:00:00,Gulab Jamun,Lunch
"Really enjoyed the meal, it was delicious.",2024-04-13T00:00:00,Chicken Biryani,Snacks
The meal was light and refreshing.,2024-05-10T00:00:00,Idli,Breakfast
